"","Pd","Qd","Vm","Va","baseKV"
"1",0.0775243199311083,0.0556030390022892,0.0511236162787101,0.0174872853980669,0.523450414590887
"2",0.0469008291817749,0.0469008291817749,0.0511241044312419,0.0175404186048853,0.523450414590887
"3",0.0469008291817749,0.0469008291817749,0.0511450191565682,0.0207453305962259,0.523450414590887
"4",0.138025397730874,0.0728831413601674,0.0511130082849389,0.0163204848175135,0.523450414590887
"5",0.0539454752269531,0.0488899057121782,0.0511691748334661,0.00532922500626404,0.523450414590887
"6",0.058586653797894,0.050215956732447,0.0511613217106895,0.00360057246451327,0.523450414590887
"7",0.0469008291817749,0.0469008291817749,0.0511692784312021,0.00534113874589927,0.523450414590887
"8",0.0798449092165788,0.0562660645124236,0.0511986732528029,0.0321503224697087,0.523450414590887
"9",0.0544427443595539,0.0490556620897118,0.0511903837763625,0.0295999658376106,0.523450414590887
"10",0.0469008291817749,0.0469008291817749,0.0511991957997831,0.0322053908822348,0.523450414590887
"11",0.145277239247969,0.0749550960793375,0.0510975162795036,0.0144412840458679,0.523450414590887
"12",0.0469008291817749,0.0469008291817749,0.0510990159603294,0.01460653486645,0.523450414590887
"13",0.223762884010131,0.0972907679519907,0.0511071106730262,0.0155650459829947,0.523450414590887
"14",0.0469008291817749,0.0469008291817749,0.0511101054763773,0.0159385075333062,0.523450414590887
"15",0.172254089691563,0.0826213285402667,0.0511108406059117,0.0158892281622655,0.523450414590887
"16",0.048144002013277,0.0472737810312255,0.0512371734866127,0.015385486243122,0.523450414590887
"17",0.057343480966392,0.0498844439773798,0.0512370272066095,0.0153689354688252,0.523450414590887
"18",0.0469008291817749,0.0469008291817749,0.0512371917198142,0.0153877115224904,0.523450414590887
"19",0.0840716968436857,0.0575092373439256,0.0512248233933136,0.0141633437520195,0.523450414590887
"20",0.0469008291817749,0.0469008291817749,0.0512482344096855,0.0174567447855064,0.523450414590887
"21",0.0469008291817749,0.0469008291817749,0.0512296274275255,0.0210197319914139,1
"22",0.232382215641878,0.0997771136149947,0.0512456394935952,0.0171627882816788,0.523450414590887
"23",0.0498430048829964,0.0477296110694429,0.0511474375421164,0.0124788362775154,0.523450414590887
"24",0.0500916394492968,0.0478124892582098,0.0511474408572439,0.0124798432475089,0.523450414590887
"25",0.0515834468470993,0.0482268802020438,0.0511474122642688,0.012476847200985,0.523450414590887
"26",0.0660042516925228,0.0523293505460005,0.0511471594857931,0.0124457554484691,0.523450414590887
"27",0.0682834018836099,0.0529923760561349,0.0511553333471602,0.0174001845655825,0.523450414590887
"28",0.0469008291817749,0.0469008291817749,0.051147484368293,0.0124849402561181,0.523450414590887
"29",0.0527437414898345,0.048558392957111,0.0512296916581218,0.0136509079108744,0.523450414590887
"30",0.0568462118337912,0.0497186875998462,0.0512296290850892,0.0136452846257665,0.523450414590887
"31",0.0469008291817749,0.0469008291817749,0.0512297774370471,0.0136602565705673,0.523450414590887
"32",0.0524951069235341,0.0485169538627276,0.0512208328085245,0.030302743870987,0.523450414590887
"33",0.0469008291817749,0.0469008291817749,0.0512209123715857,0.0303113051878866,0.523450414590887
"34",0.0645538833891038,0.0519149596021665,0.0512265696367509,0.0231915963671423,0.523450414590887
"35",0.0565561381731074,0.0496772485054628,0.0512340696984434,0.0138336501731957,0.523450414590887
"36",0.0469008291817749,0.0469008291817749,0.0512342284101748,0.0138528820568991,0.523450414590887
"37",0.291764437893292,0.116684264123422,0.0511162036535068,0.0172720051588357,0.523450414590887
"38",0.0469008291817749,0.0469008291817749,0.0511200276531365,0.0176693356275121,0.523450414590887
"39",0.0490142229953284,0.047522415597526,0.051133968178878,0.022728904014895,0.523450414590887
"40",0.0735876059646852,0.0545256225483207,0.0511335960558104,0.0226821027016984,0.523450414590887
"41",0.0936855667406348,0.0602442175732301,0.0511603880878931,0.0243355764384188,0.523450414590887
"42",0.265450612959832,0.109183788040027,0.051113641888692,0.0220677059688229,0.523450414590887
"43",0.132928389121716,0.0714327730567484,0.0511789681346418,0.00809056878741523,0.523450414590887
"44",0.0469008291817749,0.0469008291817749,0.0511803211210734,0.00825284428102063,0.523450414590887
"45",0.0616945858766491,0.0511276168088818,0.0511608410171947,0.0212727383821718,0.523450414590887
"46",0.170430769538694,0.0821240594076659,0.0511590471187988,0.0210757783665675,0.523450414590887
"47",0.0644295661059536,0.0519149596021665,0.0511895326173639,0.0219126906045535,0.523450414590887
"48",0.0599127048181629,0.0505889085818976,0.0511715020530067,0.025571613457868,0.523450414590887
"49",0.0553544044359888,0.0493042966560122,0.0511465018473652,0.00340471472881956,0.523450414590887
"50",0.0776071981198751,0.0556444780966726,0.0511466166336566,0.00341839791778497,0.523450414590887
"51",0.0526608633010677,0.048558392957111,0.0511549235145167,0.00238523012879913,0.523450414590887
"52",0.205778317047735,0.0921937593428323,0.0512365183345305,0.0139146055879831,0.523450414590887
"53",0.0640980533508864,0.0517906423190163,0.0511608248559479,0.0038088950797975,0.523450414590887
"54",0.245725604033333,0.103548071203884,0.0511831004411337,0.000508797488658279,0.523450414590887
"55",0.0555615999079058,0.0493457357503956,0.0511160180063639,0.0203773845893768,0.523450414590887
"56",0.0731732150208512,0.0544013052651705,0.0512014297813613,0.0349273177968085,0.523450414590887
"57",0.0469008291817749,0.0469008291817749,0.0511983608020313,0.0373750132164812,1
"58",0.0469008291817749,0.0469008291817749,0.0512005015456471,0.03921243094926,1
"59",0.0469008291817749,0.0469008291817749,0.0512040168240237,0.0383284190365978,1
"60",0.132058168139664,0.071184138490448,0.0511904082254282,0.0340434426331577,0.523450414590887
"61",0.110882790909746,0.0651340307104714,0.0512072266962746,0.0324936743740412,0.523450414590887
"62",0.0532824497168187,0.0487241493346446,0.0512074359637013,0.0129401652835575,0.523450414590887
"63",0.0469008291817749,0.0469008291817749,0.0512104949976486,0.0311428261996934,0.104086779430868
"64",0.0469008291817749,0.0469008291817749,0.0512104949976486,0.0307557643386052,0.104086779430868
"65",0.0469008291817749,0.0469008291817749,0.0512104949976486,0.031391746695745,0.104086779430868
"66",0.0469008291817749,0.0469008291817749,0.0512104949976486,0.030679131021362,0.104086779430868
"67",0.0469008291817749,0.0469008291817749,0.0512104949976486,0.033021525558297,0.104086779430868
"68",0.0579236282877596,0.0500502003549134,0.0512001372960075,0.0117044680646822,0.523450414590887
"69",0.0523293505460005,0.0484340756739608,0.0511957488959123,0.0355606812031833,0.523450414590887
"70",0.0469008291817749,0.0469008291817749,0.0512028370530066,0.0307543927045811,1
"71",0.0593325574967953,0.050423152204364,0.0512323354723434,0.021441913484992,0.523450414590887
"72",0.0665015208251236,0.0524951069235341,0.0511225964625973,0.0150211164301182,0.523450414590887
"73",0.0626476850474673,0.0513762513751823,0.0511653665806923,0.0197387998571097,0.523450414590887
"74",0.0469008291817749,0.0469008291817749,0.0511755419503181,0.0252230277959149,0.523450414590887
"75",0.0469008291817749,0.0469008291817749,0.0511738097961729,0.000325019248977331,0.523450414590887
"76",0.079969226499729,0.056307503606807,0.0512261494443339,0.0127838901708188,0.523450414590887
